index,brand,sum_correct_recall,n_attempts,sum_incorrect_recall,recall_percentage,hit_count,false_alarm_count,correct_rejection_count,miss_count,total_old,total_new,hit_rate,false_alarm_rate,correct_rejection_rate,miss_rate,accuracy_correct,accuracy_incorrect,overall_accuracy,hits_fas,d_prime,Ease of Spelling (NLP),Frequency (NLP),Type Token Ratio (NLP),Automated Readability Index (NLP),Flesch Reading Ease (NLP),Flesch Kincaid Grade Level (NLP),Coleman Liau Index (NLP),Age of Acquisition (NLP),Orthographic Neighborhood Size (NLP),Orthographic Levenshtein Distance (NLP),Phonological Levenshtein Distance (NLP),Phonological Neighborhood Size (NLP),Length,Pronoun We (HR),Pronoun You (HR),Alliteration (HR),Prevalence (NLP),Arousal (HR),Arousal (NLP),Valence (HR),Valence (NLP),Dominance (NLP),Dominance (HR),Liking (HR),Concreteness (HR),Concreteness (NLP),Imageability (HR),Imageability (NLP),Slogan Brand Functional Fit (HR),Slogan Brand Personality Fit (HR),Slogan Brand Fit 1 (LLM),Slogan Brand Fit 2 (LLM),Creativity (HR),Humor (HR),Humor (NLP),Surprise (NLP),Closest Slogan Similarity (LLM),Wordplay (HR),Metaphor (HR),Distinctiveness Within Category (HR),Distinctiveness in General (HR),Distinctiveness (LLM),Slogan Semantic Density (LLM),Hyperbole (HR),Closest Brand Similarity (LLM)
"All day strong, all day long",Aleve,16,182,166,0.087912088,130,47,156,52,182,203,0.7142857142857143,0.2315270935960591,0.7684729064039408,0.2857142857142857,286,99,0.7428571428571429,0.4827586206896552,1.2920229000116688,6.833333333333333,5.999761636620243,-0.666666667,0.375,116.145,1.4499999999999993,-0.533333333,-4.05,27,-1.041666667,-1.091666667,57.16666666666666,6,0,0,1,2.341041789548686,5.764705882352941,4.50375,3.8333333333333335,5.84775,5.9425,5.823529411764706,4.842105263157895,3.9444444444444446,3.1166666666666667,3.947368421052632,3.8295,5.9,5.8,1.041598683,0.784469082,4.666666666666667,2.6842105263157894,2.214285714,5.288671312,0.129836855,0,0,3.0454545454545454,2.888888888888889,0.116362312,0.568690038,1,0.109863101
"All of the substance, none of the fluff",Suave,2,183,181,0.010928962,147,32,170,36,183,202,0.8032786885245902,0.1584158415841584,0.8415841584158416,0.1967213114754098,317,68,0.8233766233766234,0.6448628469404317,1.8415124024839689,6.75,5.978467375548045,-0.75,-1.41,103.54,-0.805,-2.975,-5.175,19.125,-1.2125,-1.85,20.625,8,0,0,0,2.3253582830398303,3.842105263157895,3.7083333333333335,3.263157894736842,4.962,5.106333333333334,4.944444444444445,4.526315789473684,3.210526315789474,2.2875,3.3157894736842106,3.1003333333333334,4.857142857142857,4.538461538461538,1.042220777,0.781001342,4.166666666666667,2.736842105263158,3.054376658,7.314044187,0.14973606,0,0,3.75,3.8,0.126607502,0.595750644,0,0.12699581
All of us serving you,U.S. Bank,2,183,181,0.010928962,130,28,161,53,183,189,0.7103825136612022,0.1481481481481481,0.8518518518518519,0.2896174863387978,291,81,0.782258065,0.5622343655130541,1.5875966846073908,6.8,6.33858989,-1,2.9160000000000004,100.24000000000002,-0.52,1.9999999999999984,-4.3325,19.2,-1.1,-1.1,35,5,1,1,0,2.405586143156776,4.6,3.625,3.1,5.469,5.419,5.9,4.142857142857143,3.523809523809524,2.992,3.7142857142857135,2.969,5.411764705882353,5.153846153846154,1.032462125,0.780487706,3.526315789473684,1.7142857142857142,,6.245673777,0.104148704,0,0,3.272727272727273,3.631578947368421,0.110897619,0.511939151,0,0.089432661
"All races, all sexes, all ages",MAC Cosmetics,9,198,189,0.045454545,155,9,170,43,198,179,0.7828282828282829,0.05027933,0.9497206703910616,0.2171717171717171,325,52,0.8620689655172413,0.7325489532193443,2.3954508614839467,6.666666666666667,5.133445857325765,-0.666666667,-1.195,73.84500000000001,-4.45,-1.5,-4.24,20.5,-1.1,-1.558333333,23.83333333333333,6,0,0,1,2.321514965310057,3.571428571428572,3.625,2.7142857142857144,5.469,5.419,5.285714285714286,3.952380952380953,4.619047619047619,2.27,4.904761904761905,2.969,4.875,5.636363636363637,0.994075831,0.748046027,2.6666666666666665,1.2857142857142858,,5.682273674,0.154488102,0,0,3.733333333333333,3.625,0.133382877,0.587900372,0,0.135741452
"All sitcoms, all night long",Nick at Nite,11,185,174,0.059459459,169,16,186,16,185,202,0.9135135135135136,0.079207921,0.9207920792079208,0.086486486,355,32,0.917312661,0.8343055927214343,2.7452515308741106,6.8,5.5191951322710375,-0.8,-2.736,100.24000000000002,-0.52,-3.8,-4.0825,18.4,-1.39,-1.55,37.8,5,0,0,1,2.322190954427207,4.142857142857143,4.15825,2.136363636363636,5.4315,5.38175,4.095238095238095,3.7142857142857135,5.227272727272728,3.06,4.636363636363637,4.205,5.666666666666667,5.076923076923077,1.154375979,0.866409578,2.6818181818181817,2.272727272727273,1.916666667,7.005309136,0.164687635,0,0,4.071428571428571,3.5,0.137903397,0.609824969,0,0.114797148
"All things beauty, all in one place",Ulta Beauty,32,196,164,0.1632653061224489,139,56,122,57,196,178,0.7091836734693877,0.3146067415730337,0.6853932584269663,0.2908163265306122,261,113,0.6978609625668449,0.394576932,1.0278252552394664,6.857142857142858,6.171893610632537,-0.857142857,-1.582857143,103.04428571428576,-0.625714286,-3.171428571,-4.233333333,19.857142857142858,-1.221428571,-1.407142857,27.714285714285715,7,0,0,1,2.355104656766286,3.733333333333333,4.677,2.8823529411764706,6.094,5.477333333333333,4.882352941176471,4.647058823529412,4.235294117647059,2.986666666666667,4.5,3.417,5.9523809523809526,6.153846153846154,1.103844756,0.84110101,4.117647058823529,2,2.202777778,5.609668549,0.130388582,0,0,2.555555555555556,3,0.113506667,0.547817492,1,0.144794786
Allergies can attack at any time,Benadryl,6,183,177,0.032786885,147,12,191,36,183,203,0.8032786885245902,0.0591133,0.9408866995073892,0.1967213114754098,338,48,0.8756476683937824,0.7441653880319793,2.391621658320106,6.333333333333333,5.645641846393215,-1,-2.765,59.745000000000005,-6.416666667,-5.366666667,-5.22,24.166666666666668,-1.35,-1.825,30.5,6,0,0,0,2.323524918682609,5.117647058823529,4.628,3.0588235294117645,3.783,3.8615,3.3529411764705883,4.352941176470588,5.294117647058823,3.024,5.117647058823529,4.0145,5.518518518518518,5.8,1.082937291,0.802337033,2.176470588235294,1.8823529411764703,1.666666667,7.024452377,0.163034429,0,1,2.0434782608695654,4,0.144660214,0.621362191,1,0.119291603
Allergy medicine to live your greatness,Allegra,18,177,159,0.1016949152542373,141,13,182,36,177,195,0.7966101694915254,0.066666667,0.9333333333333332,0.2033898305084746,323,49,0.8682795698924731,0.7299435028248588,2.307898813,6,5.181270298,-1,-8.26,45.64500000000001,-8.383333333,-12.13333333,-5.913333333,15,-1.608333333,-2,31.166666666666668,6,0,1,0,2.3244206457477445,4.315789473684211,4.991,3.05,5.900333333333333,4.7316666666666665,5.35,3.8,4.7,2.941666666666667,4.5,4.884666666666667,4.421052631578948,4.5625,1.083213567,0.818760498,3.5,2.3,2.1,9.65875231,0.154247112,0,1,3.684210526315789,3.789473684210526,0.122565843,0.580358429,1,0.114683856
"Always fresh, never frozen",Five Guys,0,181,181,0,173,28,163,8,181,191,0.9558011049723756,0.1465968586387434,0.8534031413612565,0.044198895,336,36,0.9032258064516128,0.8092042463336322,2.720853584005201,6.75,5.217805332797687,-1,-7.6525,54.72500000000002,-6.62,-8.7,-5.7875,5.25,-1.6,-2.325,4,4,0,0,0,2.399005357230113,4.380952380952381,5.346,2.9,5.4115,4.5685,4.809523809523809,4.826086956521739,5.318181818181818,2.4025,5.086956521739131,5.0440000000000005,5.428571428571429,5.882352941176471,1.039049596,0.789393229,3.652173913043478,1.826086956521739,,7.361192893,0.10394416,0,0,1.7333333333333334,2.6842105263157894,0.125510252,0.535876988,0,0.135615455
Always on,IFC,0,165,165,0,120,40,179,45,165,219,0.7272727272727273,0.182648402,0.817351598,0.2727272727272727,299,85,0.7786458333333334,0.5446243254462433,1.5003547311849903,7,6.3287877845307055,-1,1.59,77.90500000000002,-2.89,7.399999999999997,-5.135,19,-1.375,-2.15,17.5,2,0,0,0,2.2493882599395096,4.625,,2.611111111111111,,,6.222222222222222,3.611111111111111,3.7222222222222223,2.48,4.055555555555555,,4.545454545454546,5.25,0.983476678,0.755637371,3,1.7777777777777777,,2.451536004,0.114401223,0,0,3.6,3.294117647058824,0.118563289,0.564982842,0,0.188938872
Always on purpose,Kenneth Cole,0,185,185,0,110,32,165,75,185,197,0.5945945945945946,0.1624365482233502,0.8375634517766497,0.4054054054054054,275,107,0.7198952879581152,0.4321580463712444,1.215647025,6.666666666666667,5.7340875807285885,-1,-3.62,62.79000000000002,-5.246666667,-3.333333333,-6.213333333,14,-1.483333333,-2.033333333,13.333333333333334,3,0,0,0,2.2756681741760567,4.315789473684211,,2.3684210526315788,,,5.588235294117647,3.684210526315789,3.0526315789473686,2.16,3.210526315789474,,3.4,3.8,1.011915857,0.759226887,3.631578947368421,1.631578947368421,1.976190476,4.58582908,0.114401223,0,0,4.571428571428571,3.5217391304347827,0.124298864,0.591432787,0,0.121711595
"Always ready, connected, and fast. Just ask.",Amazon Echo,9,189,180,0.047619048,134,23,171,55,189,194,0.708994709,0.1185567010309278,0.8814432989690721,0.291005291,305,78,0.7963446475195822,0.5904380079637811,1.719671910177417,6.714285714285714,5.752058824940424,-1,-7.638571429,66.78714286,-5.682857143,-8.142857143,-5,13.571428571428571,-1.271428571,-2.107142857,11.428571428571429,7,0,0,0,2.366449444983378,4.6,6.4,2.625,6.8,6.382,5.666666666666667,3.75,3.9375,2.191428571428572,3.5,4.882,5.809523809523809,4.75,1.051783171,0.777633665,3.8125,1.625,2.314285714,7.499634302,0.16712933,0,0,3.789473684210526,4.12,0.137255291,0.597111626,0,0.088784759
America's #1 network,NBC,12,185,173,0.064864865,164,22,169,21,185,191,0.8864864864864865,0.1151832460732984,0.8848167539267016,0.1135135135135135,333,43,0.8856382978723404,0.7713032404131881,2.386481927884547,5.5,3.478584381128397,-1,-8.33,6.390000000000015,-13.11333333,-5.266666667,-10.94,1,-2.35,-3.25,0.5,3,0,0,0,2.3345829636340407,3.789473684210526,4.194,3.1578947368421053,5.677,5.188,5.277777777777778,4.105263157894737,5.2105263157894735,3.2,4.473684210526316,3.233,4.166666666666667,4.384615384615385,1.121233237,0.85365011,2.6842105263157894,1.6842105263157894,1.909090909,7.598691744,0.041261268,0,0,1.894736842105263,2.3157894736842106,0.142451228,0.521311165,1,0.067788249
America's favorite candy roll,Smarties,9,199,190,0.045226131,190,15,168,9,199,183,0.9547738693467336,0.081967213,0.918032787,0.045226131,358,24,0.937172775,0.8728066562319796,3.046702514430513,6,4.216700327369759,-1,-11.185,-8.725,-15.47,-13.05,-4.73,8.5,-1.725,-2.3125,23.5,4,0,0,0,2.418074853911874,3.611111111111111,4.7475000000000005,3.055555555555556,6.2265,5.1175,4.722222222222222,3.684210526315789,5.578947368421052,3.9,5.157894736842105,5.912,5.090909090909091,5.538461538461538,1.09774563,0.830359949,2.789473684210526,2.1578947368421053,2.845720721,6.741131046,0.125299507,0,0,2.7058823529411766,3.565217391304348,0.142754347,0.558857709,1,0.111104021
America's freshest ice cream,Carvel,10,178,168,0.056179775,157,21,184,21,178,205,0.8820224719101124,0.1024390243902439,0.8975609756097561,0.1179775280898876,341,42,0.8903394255874674,0.7795834475198685,2.431471985107694,6.25,3.712145489266253,-1,-10.0075,33.57500000000002,-9.57,-11.6,-4.905,9,-1.9125,-2.275,14.5,4,0,0,0,2.4508512487631267,4.529411764705882,4.8635,3,5.127,5.029,4.5625,4.294117647058823,5.823529411764706,4.859999999999999,5.176470588235294,6.312,5.375,4.909090909090909,1.021743905,0.786999618,3.117647058823529,1.4705882352941178,2.545454545,7.145159162,0.13040086,0,0,3.1052631578947367,2.625,0.127635036,0.546550245,1,0.173598297
America's gin. Your gin.,Seagram's,4,177,173,0.02259887,161,24,174,16,177,198,0.9096045197740112,0.1212121212121212,0.8787878787878788,0.09039548,335,40,0.8933333333333333,0.788392399,2.483882881027116,6.5,4.413040103,-0.8,-5.2975,54.72500000000002,-6.62,-2.9,-9.406666667,23,-1.4625,-1.55,47.25,4,0,1,1,2.1832289031133705,4.9,5.714,2.5,5.457,5.257,4.809523809523809,3.809523809523809,5.285714285714286,3.763333333333333,4.619047619047619,5.914,4.5,4.588235294117647,1.110670944,0.841343793,3.4761904761904763,2,2.52173913,9.78240592,0.128195343,0,0,3.6666666666666665,4.388888888888889,0.13263878,0.574427332,0,0.13077051
America's import,Chrysler,13,189,176,0.068783069,146,15,161,43,189,176,0.7724867724867724,0.085227273,0.9147727272727272,0.2275132275132275,307,58,0.8410958904109589,0.6872594997594997,2.098185693092801,5.5,3.040022169,-1,-14.895,-48.995,-20.59,-10,-10.37,2.5,-2.25,-3.05,1,2,0,0,0,2.575829304,2.388888888888889,3.469,2.0588235294117645,5.088,5.118,4.722222222222222,2.888888888888889,4.944444444444445,2.52,3.882352941176471,3.486,4,4,1.04446533,0.782369125,2,1.4210526315789471,,5.881026956,0.14555555,0,0,3.1052631578947367,3.2666666666666666,0.142483765,0.577515171,0,0.090524504
America's original butcher,Omaha Steaks,17,172,155,0.098837209,162,14,189,10,172,203,0.9418604651162792,0.068965517,0.9310344827586208,0.058139535,351,24,0.936,0.8728949478748997,3.0167830954748114,5,3.706604565181409,-1,-17.75,-78.21,-24.91333333,-18.8,-7.785,3,-2.083333333,-3.216666667,2,3,0,0,0,2.343903984,4.095238095238095,4.143,2.3,4.229,4.971,5.526315789473684,3.5454545454545454,5.095238095238095,3.3600000000000003,4.476190476190476,6.429,5.2727272727272725,5.153846153846154,1.073025044,0.817379531,3.4,1.7727272727272727,2.025641026,8.38381098,0.137719549,0,0,3.7058823529411766,3.772727272727273,0.135461685,0.566228882,0,0.123020794
America's pretzel bakery since 1909,Snyder's,28,165,137,0.1696969696969697,157,12,195,8,165,207,0.9515151515151516,0.057971014,0.9420289855072465,0.048484848,352,20,0.946236559,0.8935441370223979,3.187249215,5.25,3.7721212649040186,-1,-10.272,15.640000000000017,-12.32,-13.08,-6.336666667,3.5,-2.1,-2.725,4.25,5,0,0,0,2.195363960685329,4,4.029,2.25,5.5,5.371,4.1,3.7142857142857135,5.55,3.65,5.285714285714286,6.629,5.529411764705882,5.8,1.079756132,0.819472288,2.85,1.9523809523809523,2.766666667,8.392264194,0.132570586,0,0,2.888888888888889,3.4761904761904763,0.143015083,0.572784662,0,0.145201512
America's world class beer,Samuel Adams,10,190,180,0.052631579,165,29,160,25,190,189,0.868421053,0.1534391534391534,0.8465608465608465,0.131578947,325,54,0.8575197889182058,0.7149818991924255,2.1240795731548747,6.25,4.585752733106581,-1,-7.6525,54.72500000000002,-6.62,-8.7,-5.46,10.75,-1.65,-1.7875,27,4,0,0,0,2.3155506919630624,4.277777777777778,5.0680000000000005,2.6,5.770333333333333,4.796666666666666,5.052631578947368,3.55,5.2105263157894735,4.363333333333333,5.45,5.952333333333333,5.090909090909091,4.857142857142857,1.027173787,0.787961052,2.25,1.55,2.653225807,5.790931381,0.099407417,0,0,2.055555555555556,3,0.126102896,0.516418252,0,0.172540637
An American road original,Super 8 Motels,0,199,199,0,134,12,161,65,199,173,0.6733668341708543,0.069364162,0.930635838,0.3266331658291457,295,77,0.793010753,0.6040026723211434,1.9090570835716227,6.25,5.194465079,-1,-6.475,-8.725,-15.47,-8.7,-6.11,17.5,-1.45,-2.2625,26.5,4,0,0,0,2.3524923771532578,3.7083333333333335,4,2.272727272727273,5.267,5.313,4.956521739130435,3.25,4.166666666666667,2.76,3.7916666666666665,6.5,4.555555555555555,4.714285714285714,1.033846681,0.785379031,2.4782608695652173,1.625,,6.475358685,0.140592145,0,0,3.8125,3.2916666666666665,0.13485025,0.567461684,0,0.117009797
An airtight case for freshness,Tupperware,9,206,197,0.04368932,154,9,170,52,206,179,0.7475728155339806,0.05027933,0.9497206703910616,0.2524271844660194,324,61,0.8415584415584415,0.697293486,2.281628333655964,6,4.876473511718906,-1,-5.562,83.32000000000004,-2.88,-8.44,-7.6025,22.8,-1.55,-1.9,29.4,5,0,0,0,2.115371944524892,3.611111111111111,3.179,2,5.06,4.846,5.222222222222222,3.7777777777777777,4.333333333333333,2.5120000000000005,4.352941176470588,5.403,5.705882352941177,6.157894736842105,1.108600239,0.847176672,4.333333333333333,2.333333333333333,2.2,8.013662109,0.151167704,1,1,3.071428571428572,3.1153846153846154,0.118487881,0.570524198,0,0.151795787
An ideal world. If only for a night.,Omni Hotels & Resorts,0,195,195,0,144,21,170,51,195,191,0.7384615384615385,0.1099476439790576,0.8900523560209425,0.2615384615384615,314,72,0.8134715025906736,0.6285138944824809,1.850944401024586,6.857142857142858,6.057569004865499,-1,2.35625,97.025,-0.72,3.625,-5.145714286,18.714285714285715,-1.242857143,-1.50625,31,8,0,0,0,2.241296553618134,5.0588235294117645,5.1635,3.411764705882353,6.13225,5.08675,5.176470588235294,4.388888888888889,2.888888888888889,2.3,3.6666666666666665,4.416,4.416666666666667,5.294117647058823,1.017748142,0.763397791,3.888888888888889,2.1666666666666665,1.916666667,5.539254813,0.154937624,0,1,3.9375,4.823529411764706,0.128802983,0.583667337,0,0.096804802
Anything for pets,Petsmart,57,193,136,0.2953367875647668,163,19,163,30,193,182,0.844559585,0.1043956043956044,0.8956043956043956,0.155440415,326,49,0.8693333333333333,0.7401639810966236,2.2510100268389523,6.666666666666667,5.516938719225561,-1,-3.62,62.79000000000002,-5.246666667,-3.333333333,-5.255,19,-1.45,-2.216666667,28.33333333333333,3,0,0,0,2.3425361779837424,3.6666666666666665,,3.2222222222222223,,,5.411764705882353,4.166666666666667,5.222222222222222,1.505,3.888888888888889,,6.291666666666667,5.642857142857143,1.135455182,0.871771965,3,1.8333333333333333,,4.792353251,0.126712271,0,0,2.8823529411764706,3.2857142857142856,0.125250784,0.56804539,1,0.061134679
At the heart of the image,Nikon,8,178,170,0.04494382,112,27,169,66,178,196,0.6292134831460674,0.1377551020408163,0.8622448979591837,0.3707865168539326,281,93,0.7513368983957219,0.4914583811052511,1.4100066469316102,6.833333333333333,6.374732638099677,-0.833333333,2.729999999999997,102.045,-0.516666667,1.3999999999999986,-5.036666667,23.5,-1.125,-1.85,18.83333333333333,6,0,0,0,2.355547456131182,3.8,5.523,1.8888888888888888,6.533,5.263999999999999,4.5,3.7777777777777777,3.5,2.495,3.2222222222222223,5.2875,5.4,5.588235294117647,1.053202196,0.793300738,3.055555555555556,2.2222222222222223,2.150717704,5.504504335,0.157833602,0,1,4.5625,4.238095238095238,0.128779788,0.586215698,0,0.120649217
At your side,Brother,3,179,176,0.016759777,126,32,164,53,179,196,0.7039106145251397,0.1632653061224489,0.8367346938775511,0.2960893854748603,290,85,0.7733333333333333,0.5406453084026908,1.5066226851520887,7,6.2059998352538335,-1,4.229999999999997,119.19000000000004,2.619999999999999,6.333333333,-4.286666667,35.333333333333336,-1,-0.883333333,47.66666666666666,3,0,1,0,2.3349076700262565,3.55,,2.789473684210526,,,5.2631578947368425,4.05,3.1,2.7066666666666666,4.25,,4.857142857142857,5.222222222222222,1.053171653,0.801211527,2.5,1.6,2.142857143,6.157403866,0.135764448,0,0,2.6666666666666665,2.769230769230769,0.114144668,0.548743391,0,0.175472051
Authentic Hawaiian hospitality awaits,Hawaiian Airlines,28,177,149,0.1581920903954802,157,8,186,20,177,194,0.8870056497175142,0.041237113,0.9587628865979382,0.1129943502824858,343,28,0.9245283018867924,0.8457685363154523,2.9099583529295163,4.75,3.605045750043112,-1,-20.605,-72.175,-24.32,-26.1,-8.6,0.5,-2.4625,-4.8375,0,4,0,0,0,2.575829304,4.826086956521739,5.061,3.130434782608696,7.156,6.281,5.260869565217392,4.565217391304348,4.695652173913044,2.23,5.181818181818182,3.212,4.533333333333333,5.5,1.144823938,0.858072664,3.409090909090909,2.0434782608695654,,7.408437946,0.163338348,0,0,3.1875,4.190476190476191,0.131355037,0.593035275,0,0.079545458
"Backed by science, made for you",Nature Made,0,177,177,0,153,44,169,24,177,213,0.86440678,0.2065727699530516,0.7934272300469484,0.13559322,322,68,0.8256410256410256,0.6578340097079654,1.9045578538133048,6.666666666666667,5.796707825820285,-1,-1.98,102.045,-0.516666667,-3.433333333,-5.3675,19.666666666666668,-1.141666667,-1.058333333,53.66666666666666,6,0,1,0,2.3560222086606344,5.15,6.029,3.1904761904761907,7.059,5.618,5.2,4.809523809523809,3.4761904761904763,2.5050000000000003,3.7142857142857135,4.765,4.894736842105263,5.476190476190476,1.095210509,0.832140329,4.095238095238095,1.2857142857142858,2.21875,6.896975467,0.144155613,0,0,3.071428571428572,3.571428571428572,0.114884294,0.560001766,0,0.131360967
Bake the world a better place,Nestle Toll House,2,195,193,0.01025641,154,46,138,41,195,184,0.7897435897435897,0.25,0.75,0.2102564102564102,292,87,0.7704485488126649,0.5397435897435897,1.4706600399059786,6.8,5.986098046965737,-1,-0.41,102.045,-0.516666667,-2.466666667,-4.61,19.8,-1.11,-1.475,30,6,0,0,0,2.269890847089899,4.842105263157895,5.7325,3.4444444444444446,6.7669999999999995,5.327,5.0588235294117645,4.666666666666667,4,2.8083333333333336,4.388888888888889,6.143,5.055555555555555,5.260869565217392,1.055619109,0.800448918,5.157894736842105,2.6842105263157894,,5.098462936,0.111190164,1,1,4.25,3.727272727272727,0.10531973,0.521424322,1,0.108501422
Baked by electricity,Triscuit,3,174,171,0.017241379,152,16,182,22,174,198,0.8735632183908046,0.080808081,0.9191919191919192,0.1264367816091954,334,38,0.8978494623655914,0.7927551375827239,2.518900744864572,6,4.670506072235861,-1,-8.33,6.390000000000015,-13.11333333,-9.133333333,-6.005,12,-1.566666667,-3.383333333,34.333333333333336,3,0,0,0,2.3594300109080897,3.1578947368421053,5.849,1.8,6.086,5.686,4.761904761904762,3.15,4.4,3.2133333333333334,3.6,4.514,3.866666666666666,2.7,1.057349537,0.7957357,3.3157894736842106,1.95,,6.217375962,0.148136531,0,0,4.875,4.592592592592593,0.135874292,0.587029565,0,0.125771092
